indicator_name,label,module,data_variable,variable_type,numerator_rule,denominator_rule,missing_rule,domain_variable,domain_value,dimensions,statistic_type,target_category,ci_method,ci_methods_by_dimension,department_categories,source_spss,sql_definition,source_reference_file,source_reference_sha256,source_dictionary_pdf,status
Formas_VS_E__VSE_CP06,Formas_VS_E__VSE_CP06,3.4 Violencia sexual,Formas_VS_E__VSE_CP06,binary_materialized,Formas_VS_E__VSE_CP06 == 1,VS_E == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_E,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_E__VSE_CP07,Formas_VS_E__VSE_CP07,3.4 Violencia sexual,Formas_VS_E__VSE_CP07,binary_materialized,Formas_VS_E__VSE_CP07 == 1,VS_E == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_E,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_E__VSE_CP08,Formas_VS_E__VSE_CP08,3.4 Violencia sexual,Formas_VS_E__VSE_CP08,binary_materialized,Formas_VS_E__VSE_CP08 == 1,VS_E == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_E,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_E__VSE_CP09,Formas_VS_E__VSE_CP09,3.4 Violencia sexual,Formas_VS_E__VSE_CP09,binary_materialized,Formas_VS_E__VSE_CP09 == 1,VS_E == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_E,1,Nacional,prevalence,1,wald,Nacional=>wald,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_1,Formas_VS_VIDA__C4P248_1,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_1,binary_materialized,Formas_VS_VIDA__C4P248_1 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_10,Formas_VS_VIDA__C4P248_10,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_10,binary_materialized,Formas_VS_VIDA__C4P248_10 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_11,Formas_VS_VIDA__C4P248_11,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_11,binary_materialized,Formas_VS_VIDA__C4P248_11 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_12,Formas_VS_VIDA__C4P248_12,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_12,binary_materialized,Formas_VS_VIDA__C4P248_12 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,wald,Nacional=>wald,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_13,Formas_VS_VIDA__C4P248_13,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_13,binary_materialized,Formas_VS_VIDA__C4P248_13 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_14,Formas_VS_VIDA__C4P248_14,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_14,binary_materialized,Formas_VS_VIDA__C4P248_14 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_15,Formas_VS_VIDA__C4P248_15,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_15,binary_materialized,Formas_VS_VIDA__C4P248_15 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_16,Formas_VS_VIDA__C4P248_16,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_16,binary_materialized,Formas_VS_VIDA__C4P248_16 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_2,Formas_VS_VIDA__C4P248_2,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_2,binary_materialized,Formas_VS_VIDA__C4P248_2 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,wald,Nacional=>wald,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_3,Formas_VS_VIDA__C4P248_3,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_3,binary_materialized,Formas_VS_VIDA__C4P248_3 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_4,Formas_VS_VIDA__C4P248_4,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_4,binary_materialized,Formas_VS_VIDA__C4P248_4 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_5,Formas_VS_VIDA__C4P248_5,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_5,binary_materialized,Formas_VS_VIDA__C4P248_5 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_6,Formas_VS_VIDA__C4P248_6,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_6,binary_materialized,Formas_VS_VIDA__C4P248_6 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_7,Formas_VS_VIDA__C4P248_7,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_7,binary_materialized,Formas_VS_VIDA__C4P248_7 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_8,Formas_VS_VIDA__C4P248_8,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_8,binary_materialized,Formas_VS_VIDA__C4P248_8 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,wald,Nacional=>wald,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__C4P248_9,Formas_VS_VIDA__C4P248_9,3.4 Violencia sexual,Formas_VS_VIDA__C4P248_9,binary_materialized,Formas_VS_VIDA__C4P248_9 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__ICVAC_301,Formas_VS_VIDA__ICVAC_301,3.4 Violencia sexual,Formas_VS_VIDA__ICVAC_301,binary_materialized,Formas_VS_VIDA__ICVAC_301 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__ICVAC_302,Formas_VS_VIDA__ICVAC_302,3.4 Violencia sexual,Formas_VS_VIDA__ICVAC_302,binary_materialized,Formas_VS_VIDA__ICVAC_302 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,wald,Nacional=>wald,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__ICVAC_303,Formas_VS_VIDA__ICVAC_303,3.4 Violencia sexual,Formas_VS_VIDA__ICVAC_303,binary_materialized,Formas_VS_VIDA__ICVAC_303 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__ICVAC_309,Formas_VS_VIDA__ICVAC_309,3.4 Violencia sexual,Formas_VS_VIDA__ICVAC_309,binary_materialized,Formas_VS_VIDA__ICVAC_309 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,wald,Nacional=>wald,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__VS_CP01,Formas_VS_VIDA__VS_CP01,3.4 Violencia sexual,Formas_VS_VIDA__VS_CP01,binary_materialized,Formas_VS_VIDA__VS_CP01 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,wald,Nacional=>wald,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__VS_CP02,Formas_VS_VIDA__VS_CP02,3.4 Violencia sexual,Formas_VS_VIDA__VS_CP02,binary_materialized,Formas_VS_VIDA__VS_CP02 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,wald,Nacional=>wald,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__VS_CP03,Formas_VS_VIDA__VS_CP03,3.4 Violencia sexual,Formas_VS_VIDA__VS_CP03,binary_materialized,Formas_VS_VIDA__VS_CP03 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,wald,Nacional=>wald,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__VS_CP04,Formas_VS_VIDA__VS_CP04,3.4 Violencia sexual,Formas_VS_VIDA__VS_CP04,binary_materialized,Formas_VS_VIDA__VS_CP04 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__VS_CP05,Formas_VS_VIDA__VS_CP05,3.4 Violencia sexual,Formas_VS_VIDA__VS_CP05,binary_materialized,Formas_VS_VIDA__VS_CP05 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__VS_CP06,Formas_VS_VIDA__VS_CP06,3.4 Violencia sexual,Formas_VS_VIDA__VS_CP06,binary_materialized,Formas_VS_VIDA__VS_CP06 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__VS_CP07,Formas_VS_VIDA__VS_CP07,3.4 Violencia sexual,Formas_VS_VIDA__VS_CP07,binary_materialized,Formas_VS_VIDA__VS_CP07 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__VS_CP08,Formas_VS_VIDA__VS_CP08,3.4 Violencia sexual,Formas_VS_VIDA__VS_CP08,binary_materialized,Formas_VS_VIDA__VS_CP08 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,logit,Nacional=>logit,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Formas_VS_VIDA__VS_CP09,Formas_VS_VIDA__VS_CP09,3.4 Violencia sexual,Formas_VS_VIDA__VS_CP09,binary_materialized,Formas_VS_VIDA__VS_CP09 == 1,VS_VIDA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VS_VIDA,1,Nacional,prevalence,1,wald,Nacional=>wald,,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
Hogar__VP_o_VF_HOGAR,Hogar__VP_o_VF_HOGAR,3.2 Violencia en el hogar,VP_o_VF_HOGAR,binary_materialized,VP_o_VF_HOGAR == 1,VP_o_VF_HOGAR == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VP_o_VF_HOGAR,1,Nacional,prevalence,1,wald,Nacional=>wald,,03/08/08b_CRS03_CRS04_3.2*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
HoraClase_ViolEsc,HoraClase_ViolEsc,3.1 Características y percepciones,HoraClase_ViolEsc,binary_materialized,HoraClase_ViolEsc == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
HoraEntrada_ViolEsc,HoraEntrada_ViolEsc,3.1 Características y percepciones,HoraEntrada_ViolEsc,binary_materialized,HoraEntrada_ViolEsc == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
HoraRecreo_ViolEsc,HoraRecreo_ViolEsc,3.1 Características y percepciones,HoraRecreo_ViolEsc,binary_materialized,HoraRecreo_ViolEsc == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
HoraSalida_ViolEsc,HoraSalida_ViolEsc,3.1 Características y percepciones,HoraSalida_ViolEsc,binary_materialized,HoraSalida_ViolEsc == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,Nacional,prevalence,1,wald,Nacional=>wald,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
